כןפ הילד הפנימי נחשבת טכניקה א שזה ו יש יש חצי זמן כן יש
0:1414 שניותאורגנים הרמה יש לנו כאילו הפרדה בין טכניקות
0:2323 שניותלכלים כן וש גם לא
0:3636 שניותא צי העו זמן
0:4040 שניות[מוזיקה]
1:231 דקה, 23 שניות‏k
1:19:451 שעה, 19 דקות, 45 שניותיחסים במצב אני אני אגיד לכם רגע שנייה מזה אם מישהו לדעתי בתפיסה
1:19:521 שעה, 19 דקות, 52 שניותשלי אם מישהו בתפיסה שלי מהמשפחה כמו אמא או אבא מבקשת עזרתי אני אפנה אותו
1:20:001 שעה, 20 דקותלמאמן או מטפל אחר שאני סומך עליו לו יש יש נכונות יש סמכות מבחינתי אליה כאילו
1:20:071 שעה, 20 דקות, 7 שניותהיא היא סוג של רואה בי איזשהו מודל באמת לכל מה שהיא רצתה לעשות והיא גם שואלת
1:20:151 שעה, 20 דקות, 15 שניותאותי כאילו בואי בואי נעשה איזה טכניקה כאילו אני מספרת לה על כל מה שאנחנו עוברים וזה אזה אחלה הזדמנות כאילו זה
1:20:221 שעה, 20 דקות, 22 שניותיכול להיות אבל מצד שני גם להגיד כאילו דמיני את עצמך בעד 10 שנים עם טיפו אבל את לא חייבת לקחת את זה למקום הזה את יכולה
1:20:301 שעה, 20 דקות, 30 שניותפשוט לדבר על המערכות יחסים עם הילדים על איך אם זה על סיגריות על הבריאות שלה האם
1:20:361 שעה, 20 דקות, 36 שניותהיא תזכה לראות אולי את אחד מכם מתחתן האם כאילו את יכולה לקחת את זה להרבה מאוד מקומות רעים של איך איך המשפחה מסתכלת
1:20:451 שעה, 20 דקות, 45 שניותעליה מה קורה כשמגיעים בארוחות משפחתיות איך רואים אותה עם השיניים הצהובות עם זה
1:20:521 שעה, 20 דקות, 52 שניותשהיא מלאה בקמטים כבר אין ה עושה בוטוקס ועשתה עכשיו שיניים שר גולן אין לי על מהש דם
1:21:001 שעה, 21 דקותום כס ציפורניים צהובות כן יש יש מקום יאללה חבר'ה אני ממשיך אני רוצה להתקדם יס
1:21:081 שעה, 21 דקות, 8 שניותהיה לאליאור נראה לי שאלה או משהו להגיד לא שאלה זה פשוט לא צריך לעשות מהדבר הזה פסטיבל לא צריך עכשיו להגיד לה שומעת א
1:21:171 שעה, 21 דקות, 17 שניותאני הולך עכשיו לעשות עליך טכניקה לשבת רגם אמ שלה ולעשות נסח צדק זה טכניקה היא לא י שזה טכניקה
1:21:251 שעה, 21 דקות, 25 שניותיכולה להיפגע אם היא לא תדע שזה טכניקה שאני משה אז אוליזה אז היא לא אולי היא לא רוצה אז אולי להשתנות אם ה בוחר אני אתן
1:21:331 שעה, 21 דקות, 33 שניותעל זה אז רגע באמת מילה אפשר לעשות כל טכניקה אפשר לעשות אותה שיחתית אוקיי כמובן כמובן שכשזה בטכניקה והבן אדם מתמסר
1:21:411 שעה, 21 דקות, 41 שניותוהוא מדמיין ורואה זה יותר חזק אוקיי חשוב לי להגיד את היתרונות כשזה טכניקה והבן אדם מתמסר וחוה
1:21:501 שעה, 21 דקות, 50 שניותומרגיש הרי בסוף מה זהזה זה בדיוק ככה הלא מודע עובד ככל שיש יותר רגש בטכניקות ככה
1:21:571 שעה, 21 דקות, 57 שניותהיא צרובה יותר חזק זה למה אני ממש רוצה להביא את הבן אדם למצב שיכאב לו שהוא ירגיש לו טוב שיהיה לו לא נעים שהוא קצת
1:22:031 שעה, 22 דקות, 3 שניותיפכה כי אני רוצה שזה ממש תשרב חזק בלא מודע אוקיי אם אני רואה שהבן אדם כאילו אני אומר לו דמיין והוא כזה אני אני אומר
1:22:121 שעה, 22 דקות, 12 שניותאוקיי אולי לא יודע הוא חווה משהו בפנים אבל משהו שם לא מסתדר לי אני רוצה שהבן אדם ידמיין שירגיש שיחווה ככה באמת התת
1:22:211 שעה, 22 דקות, 21 שניותמודה צורב את התמונות צורב את הדברים האלה ואז יהיה לי הרבה יותר קל להטמיע שוב אני יכול להגיד לכם ש אם ניקח את הדוגמה של
1:22:291 שעה, 22 דקות, 29 שניותהירידה במשקל לית מישהי שירדה באזור ה1 קילו במשקל על זה שבאופן שיחתי בהרצאה
1:22:381 שעה, 22 דקות, 38 שניותשאמרתי דיברתי על דיקנס פשוט בפן שיחתי אמרתי להם לדמיין איך עוד 10 שנים ואז היא
1:22:451 שעה, 22 דקות, 45 שניותאמרה וואלה מאז שאמרת את זה נחקק לי בראש כל פעם שאני בא לאכול משהו אני רואה את עצמי עוד 10 שנים והיא אומרת לי זהו
1:22:521 שעה, 22 דקות, 52 שניותהפסקתי לאכול מתוקים אני הרבה יותר בשליטה כאילו עצם זה שאמרתי את זה זה נחקק לי אומרת לי כל התהליך זה הדבר המרכזי שאני
1:22:591 שעה, 22 דקות, 59 שניותזוכרת שהכי עזר לי כל פעם שבאתי לאכול משהו ראיתי את עצמי בעוד 10 שנים ן כל התהליך היית יכול לעשות את זה כן הייתי
1:23:061 שעה, 23 דקות, 6 שניותיכול גם שני מפגשים הייתי יכול גם בסוויץ הייתי יכול גם כל פעם שהיא בא לאכול משהו בסוויץ לתת לה את התמונה אבל כנראה שבאופן שיחתי זה נקלט אני רוצה רגע לחזור דיברנו
1:23:151 שעה, 23 דקות, 15 שניותעל עוד שנה חמש שנים 10 שנים אפשר גם חמש ו10 לא חייב את השנה אוקיי אם יש לכם זמן
1:23:221 שעה, 23 דקות, 22 שניותזה סבבה אבל בגדול החמש 10 שנים להקצין לקחת את זה למקום שהבן אדם יכול להתחבר וכואב לו סיימנו את האזור של
1:23:311 שעה, 23 דקות, 31 שניותהכאב סיימנו את האזור של הכאב עשינו כאן חמש ו10 שנים ואז אנחנו אומרים לבן אדם
1:23:391 שעה, 23 דקות, 39 שניותאוקיי מזל שכל זה זה רק בדמיון ושעדיין הדבר הזה לא קרה יש לך עדיין הזדמנות גם ללכת למקום החיובי בוא רגע נדמיין ואז אני
1:23:491 שעה, 23 דקות, 49 שניותעושה קסטי אוקיי תאר לך מה יקרה אם היום אתה מתגבר על ההרגל אם היום אתה מתחיל
1:23:571 שעה, 23 דקות, 57 שניותבתהליך של שינוי ההרגלים דמן איפה אתה עוד שנה מהיום כשאתה עם ההרגלים החדשים ואז הוא מדמיין את עצמו דמיין את הבריאות שלך
1:24:041 שעה, 24 דקות, 4 שניותדמיין את הזוגיות שלך דמיין את המערכות יחסים דמיין את כל האנרגיה דמיין את החיים שיש לך עכשיו דמיין עוד חמש שנים עוד חמש
1:24:131 שעה, 24 דקות, 13 שניותשנים מהיום כבר כבר עבר כל כך הרבה זמן ואתה עם ההרגל החדש הזה זה חלק ממך זה חלק מהזהות שלך בדיוק תראה את תראה את האנרגיה
1:24:221 שעה, 24 דקות, 22 שניותשיש לך תראה את הבריאות שיש לך פ אתה בין היתר גם בין היתר גם אם זה על סיגריות תראה את הבריאות שיש לך תראה ככמה
1:24:301 שעה, 24 דקות, 30 שניותאתה אנרגטי תראה כמה ביטחון יש לך בעצמך שאתה לא צריך את הסיגריות האלה בכל אירועים חברתיים תראה כמה אתה סומך על
1:24:371 שעה, 24 דקות, 37 שניותעצמך תראה עכשיו ברמת הכושר שלך איך אתה נושם בדיוק ממש תרגיש את זה תראה איזה מין בן אדם אתה איך אנשים בסביבה מסתכלים עליך
1:24:451 שעה, 24 דקות, 45 שניותשעשית את התהליך הזה שהצלחת באמת להיפטר מההרגל הזה איזה מודל ההשראה אתה בשביל אחרים אני אוהב לקחת את זה מקום ש חזון
1:24:541 שעה, 24 דקות, 54 שניותאיזה מין מודל השראה אתה בשביל אחרים שעשית את זה אתה ממש יכול לראות את זה ואז הני אומר עוד 10 שנים כבר שיש לך משפחה
1:25:011 שעה, 25 דקות, 1 שניהוילדים ות טטי ותה טטה אוקיי ואז אני לוקח אותו לאיזה תמונת חזון למצב הכסף שכבר הצלחת לחסוך כי אתה כבר לא קונה סיגריות
1:25:101 שעה, 25 דקות, 10 שניותאיך השקעת את הכסף הזה בעצמך אולי בעסק שלך איך העסק שלך אולי פתאום התחיל להתקדם ולצמוח על הבריאות שלך על זה שעכשיו אתה
1:25:181 שעה, 25 דקות, 18 שניותמקדיש את הזמן שלך יותר לדברים שעושים לך טוב על ההרגלים שלך אני גורם לו לראות לדמיין להרגיש
1:25:251 שעה, 25 דקות, 25 שניותסיימנו את זה ואז עכשיו אנחנו נועלים את הטכניקה עם הכללות והובלות לעתיד אוקיי הכל זה 4000
1:25:321 שעה, 25 דקות, 32 שניותשק הוא ב כן עדיין ב4000 בסדר אבל זאת הטכניקה הטכניקה העצמה היא מאוד פשוטה
1:25:391 שעה, 25 דקות, 39 שניותהסינ בה הוא דבר שהוא מאוד חשוב אני אוהב אם אנחנו כשעשיתי את זה בכיתתה אני אוהב לשים איזה מוזיקה רקע כזאת להחשיך קצת את
1:25:471 שעה, 25 דקות, 47 שניותהאורות ככל כאן המשחק בטכניקה הזאת זה התמסרות אני אגיד לכם אפילו במעבר אצל טוני רובינס א מה שעושים הרי לכל אחד יש
1:25:561 שעה, 25 דקות, 56 שניותיש אוזניות שמים להם בקולות כאלה ש של המקום אנשים שבוכים כל אחד יש לו אוזניות
1:26:031 שעה, 26 דקות, 3 שניותוממש שמים להם תוך כדי הדמיון אנשים שבוכים למה שמים אנשים שבוכים כדי שאני
1:26:111 שעה, 26 דקות, 11 שניותאחשוב שאנשים מסביבי הם גם בוכים ואז אני ארגיש יותר בנוח לבכות בסדר אני אתן לכם כן נניח בדקס שעשינו
1:26:201 שעה, 26 דקות, 20 שניותבקורס ערב אני הרבה פעמים כשדיברתי עשיתי בכוונה ליד החבר'ה כדי לגרום לאנשים להרגיש שיש אנשים שקצת מרגישים ברע לידם
1:26:291 שעה, 26 דקות, 29 שניותבסדר כדי לתת את הלגיטימציה אוקיי אז הייתי אוקיי לגרום לכם להרגיש שמישהו בוכה
1:26:361 שעה, 26 דקות, 36 שניותשמישהו נמצא לידכם וקשה לו בסדר כדי כדי לחבר כדי לחבר עוד יותר להרגשה כדי להרגיש
1:26:431 שעה, 26 דקות, 43 שניותעוד יותר את הלגיטימציה שעכשיו זה הזמן עכשיו זה הרגע שאני צריך להתמסר לזה אוקיי המשחק אני מאוד חזק על התמסרות בסדר אתם
1:26:511 שעה, 26 דקות, 51 שניותצריכים הדגמה כאן שאני אראה אחד על אחד או שאתם מרגיש בלי לא אמיתי בכלל אניסת הדגמה קשה לי להאמין ששיחה הזאתי מישהו משנה
1:27:001 שעה, 27 דקותהמלי לא אין לי התמ מישה ש זה לא חייב להיות התמכרות חשוב לי
1:27:101 שעה, 27 דקות, 10 שניותלהגיד ב זה יכול להיות הרגל יכול להיות אמונה מסויימת יכול להיות מחשבה אולי
1:27:161 שעה, 27 דקות, 16 שניותאפילו פעולה יכול להיות לקום בבוקר אוקיי יכול להיות אני עשה לו לקום
1:27:231 שעה, 27 דקות, 23 שניותבבוקר צה לראות כולא מ שזה באמת עובד למשוך לי בצמות טוב אני לא קם היום
1:27:311 שעה, 27 דקות, 31 שניותאני מפסיק לה מתנדבת לא להח
1:27:401 שעה, 27 דקות, 40 שניותמנדאלה יש לי בעית אקולוגי עדיין כאילו זה רנ ברוב המקרים כן גם אם יש בעיה
1:27:481 שעה, 27 דקות, 48 שניותטכנולוגיה זה מעולה א ר לא היית כאן כל הזה ב בעית התמות יאללה רגע דיקן זה לא רגע תגיד תגיד מה
1:27:571 שעה, 27 דקות, 57 שניותהבעיה אני אוכל ציפורניים עושה ציפורניים על כוסי ציפורניים דווקא הייתי
1:28:041 שעה, 28 דקות, 4 שניותהייתי יותר אוהב ללכת על סוויש כזה זה כל על דקנס טכניקה שהיא קצת יותר חזקה ל אפשר
1:28:131 שעה, 28 דקות, 13 שניותגם אפשר גם כמובן לעשות דיקנס על ציפורניים תראה את הציפורניים שלך עוד זה עוד זה עוד זה א אבל כן הייתי הולך דווקא על סוויש חבל
1:28:211 שעה, 28 דקות, 21 שניותשפספסת את הסו זה הה בול בשבילך זה יכול להשפיע לו על הבריאות זה גם יכול
1:28:281 שעה, 28 דקות, 28 שניותלהיות כן אפשר אפשר אולי עוד משהו עוד הרגל
1:28:361 שעה, 28 דקות, 36 שניותהכורים יש כאן יש כאן מתנדב אבל
1:28:431 שעה, 28 דקות, 43 שניותלחשוב רגע רק התעוררתי התמכרות לור לש את ה הרגלים התנהגויות
1:28:531 שעה, 28 דקות, 53 שניותאמונה תחשבו על אמונה מקבילה אוקיי לי עשו דיקנס על אמונה מקבילה למכירות אוקיי לי היה את האמונה של אם אני מוכר זה זה לא
1:29:021 שעה, 29 דקות, שתי שניותבסדר ואז באמת עשיתי עוד שנה מהיום אני עדיין מאמין בזה כנראה העסק מדשדש לא הולך לי טוב טה טטי טה טטה עוד חמש שנים כבר
1:29:101 שעה, 29 דקות, 10 שניותסגרת את העסק אתה חי חיים שאתה לא אוהב אתה לא עושה את מה שאתה רוצה אתה שכיר אתה ככה אתה ככה עוד 10 שנים וואי אתה בדיוק
1:29:191 שעה, 29 דקות, 19 שניותאתה הבן אדם הדוגמה במטריקס אתה ככה אתה ככה אתה ככה כל זה בגלל הא הז דמיין ששינית את האמונה והחלטת לוותר עליה עכשיו
1:29:281 שעה, 29 דקות, 28 שניותעוד שנה מהיום עוד חמש שנים עוד 10 שנים עסק מצליח טטה נהדר עובד פנטסטי אני אומר לכם באמת
1:29:371 שעה, 29 דקות, 37 שניותגם על אמונה מגבילה דיקנס עובד נפלא ומצויין באמת ברמה מצויינת מאוד על הרגלים
1:29:441 שעה, 29 דקות, 44 שניותאוקיי זה לא רק התמכרויות חשוב לי להגיד זה לא רק להתמכרויות אפשר לעשות את זה על התמכרויות אבל אפשר גם ללכת על דברים הרבה
1:29:521 שעה, 29 דקות, 52 שניותיותר פשוטים כמו אפילו לשנות סביבה אוקיי למשל בן אדם רוצה לשנות סביבה דמיין שעכשיו אוקיי בן אדם שעכשיו נכנס לעולם
1:30:001 שעה, 30 דקותהיזמות צריך לשנות סביבה כי לא החברים שלו לא תומכים דמיין עוד שנה עכשיו אתה עם הסביבה הזאת שמורידה אותך שאומרת לך שלא
1:30:081 שעה, 30 דקות, 8 שניותמתאים לך שאומרת לך כמה אתה לא טוב איפה אתה נמצא איך החיים שלך נראים את מי אתה מרגיש שאתה מרצה כל הזמן אם אתה עושה את
1:30:151 שעה, 30 דקות, 15 שניותמה שבאמת עושה לך טוב דמיין עוד חמש שנים אתה עם הסביבה המזדיינת הזאת חמש שנים אתה איתם הם מורידים אותך הם אומרים לך למה אי
1:30:231 שעה, 30 דקות, 23 שניותאפשר מה אתה עושה היום כבר בחיים במה אתה עובד הגעת לתוצאות מסויימות או שאתה אחד מהחבר'ה האלה שאמרו כן פעם אני עשיתי ככה
1:30:311 שעה, 30 דקות, 31 שניותאבל בגלל אוקיי כמה אתה מכניס איך אתה נראה איך איך במה אתה עובד מה למדת מה עשית בכל החמש שנים האלה איך אתה מרגיש
1:30:401 שעה, 30 דקות, 40 שניותכעכ שיו אחרי חמש שנים אתה עדיין עם אותה הסביבה בגלל שפחדת לעזוב אותה עוד 10 שנים מהיום אוקיי זאת אומרת אני יכול לעבוד אם
1:30:501 שעה, 30 דקות, 50 שניותברמה של סביבה לשנות סביבה אני יכול לעבוד ברמה של נהגות לקום בבוקר יכול לעבוד את
1:30:561 שעה, 30 דקות, 56 שניותזה ברמה של הרגל הרגלי אכילה למשל אני יכול לעשות את זה ברמה של אמונות אמונות על כסף ואני יכול לעשות את זה ברמה של
1:31:031 שעה, 31 דקות, 3 שניותזהות איך אתה משנה סביבה זהות כאילו אוקיי זה הלא רוצה המצב המצוי מה מה המצב ה
1:31:101 שעה, 31 דקות, 10 שניותבסביבה דמיין שעכשיו דמיין שעכשיו א החלטת שאתה מתנתק מהסביבה הזאת ומחפש חברים
1:31:181 שעה, 31 דקות, 18 שניותחדשים ומצאת חבר'ה שהם יזמים כמוך עוד שנה איפה אתה מהיום עוד שנה יש לך חברים שהם איתך שהם בראש שלך מצאת את החממה הטובה
1:31:261 שעה, 31 דקות, 26 שניותשלך בשליט רגע רגע גם לפעמים אתהה יכול לדבר בצורה הכללתי והוא יקח את זה לאן שהוא רוצה לגמרי אג אתה לא מכיר אותו
1:31:351 שעה, 31 דקות, 35 שניותואמונה ונגיד אמונה אתה פשוט נותן לאמונה אחרת אודמן שאתה עכשיו את אתה יכול לתת לו אמונה אחרת אני יכול לשאול אותו לפני תגיד
1:31:431 שעה, 31 דקות, 43 שניותבאיזה אמונה היייתה רוצה להאמין איזה אמונה אתה רוצה שתהייה לך האמונה הזאת והאמונה הזאת אוקיי זה לא חייב להיות רק
1:31:511 שעה, 31 דקות, 51 שניותעל התמכרות זה יכול להיות גם על דברים קטנים הרגלים פעולות אמונות הכל שינוי סביבה כל דבר שרוצים
1:32:001 שעה, 32 דקותלעבוד על זה האם מישהו רוצה לבוא ולהתנדב אני יכול להוסיף משהו על זה שלפני זה גם בשיחה של הערך כאילו שאתה
1:32:091 שעה, 32 דקות, 9 שניותנותן לבן אדם וזה אז אתה יכול גם לתת לו טוב תראה כמה עלה לך לקנות סיגריות לעומת הטיפול שאתה מתמחר אותו ואז אתה נותן
1:32:171 שעה, 32 דקות, 17 שניותכאילו לבן אדם גם הכנה לפני הטיפול וגם כאילו אתה נותן לו יותר שהוא בא יותר בנקודה שהוא רוצה כאילו הבנת גם בשיחת
1:32:251 שעה, 32 דקות, 25 שניותמכירה ל זה אתה רומד זה לבן אדם חברה שנמצא בחברה הזאת יש להם אפליקציה שמראה להם כמה כסף הם חסכו כמה ימים ועוד משהו
1:32:331 שעה, 32 דקות, 33 שניותאני לא זוכר יש מלא אפליקציות כאלה של הם גם עושים האם אתם עדיין רוצים הדגמה שבא לכם לעשות אחד על השני ואז אחר כך אנחנו
1:32:421 שעה, 32 דקות, 42 שניותהדגמה הכיתתית יאללה מי אמיץ מי רוצה לעבור איזשהו תהליך נחמד על מה על זה שאני הולכת לישון
1:32:501 שעה, 32 דקות, 50 שניותבפאקינג שה מאוחרת ואז לא קמה בבוקר אז זה שאת הולכת לישון בשעה מאוחרת או שאת לא קמה בבוקר שני הולכת לישון בשעה מאוחרת
1:32:581 שעה, 32 דקות, 58 שניותאני צריכה פשות שנה שלישון יותר מוקדם א מה הסיבה שאת הולכת לישון בשעה
1:33:041 שעה, 33 דקות, 4 שניותמאוחרת איך את יודעת מתי הגיע הזמן ללכת לישון אני
1:33:141 שעה, 33 דקות, 14 שניות[‏צחוק]
1:33:201 שעה, 33 דקות, 20 שניותיודע לא יודעת זה אני פשוט נראה לי מסתכלת בש ואם תש י עכשיו שעון מעורר כל פעם ל10
1:33:301 שעה, 33 דקות, 30 שניותלמשל בלילה זה לא יעזור למה כי אני מרגישה שיש לי עוד מלא דברים
1:33:381 שעה, 33 דקות, 38 שניותלעשות ו1 זה מוקדם מדי מתי היית רוצה ללכת לישון נגיד עד 12 להרדם אוקיי ואם תשים אי
1:33:471 שעה, 33 דקות, 47 שניותשעוד מעורר ל-12 ל1 וחי אני עושה את זה וזה לא כל כך עובד מה קורה
1:33:541 שעה, 33 דקות, 54 שניותבמקום או שאני סתם מדפדפת רשתות החברתיות או שאני עושה דברים שלא הספקתי לעשות
1:34:021 שעה, 34 דקות, שתי שניותבאותו יום משימות כאילו א וכאילו אני כל פעם רוצה להספיק עוד קצת
1:34:101 שעה, 34 דקות, 10 שניותולעשות עוד משהו ועוד קצת ואז זה נמרח עד איזה שתיים שלוש בלילה ואת מרגישה ש שזה פוגע בך או שזה מקדם אותך כן כי אז בבוקר
1:34:201 שעה, 34 דקות, 20 שניותאני לא קמה כן אני צריכה לישון בסופו של דבר אוקיי והשינה שלי יותר חשובה לי נגיד
1:34:291 שעה, 34 דקות, 29 שניותמלקום מלפס ואם היית קמה בבוקר למרות שהייתי שונה קצת היה לי מאוד קשה לתפקד זה
1:34:371 שעה, 34 דקות, 37 שניותאני יודעת שזה יפגע בי ממש לאורך זמן אוקיי אפשר גם לעשות על זה
1:34:441 שעה, 34 דקות, 44 שניותבכיף יש עוד מישהו שמתנדב יש לי אמונה מגבילה על כסף על כסף
1:34:521 שעה, 34 דקות, 52 שניותכן ש אין לי מושג אני לא יודע באמת מה זה אני פשוט יודע שכל פעם שאני צריך לדבר על כסף או על מחיר אז כאילו נהיה לי איזה
1:35:021 שעה, 35 דקות, שתי שניותמשהו בפנים ואז זה נהיה לי רע כאילו אוקיי זה מגביל אותי כאילו מבחינת עסק או כן
1:35:101 שעה, 35 דקות, 10 שניותלמכור אני מגיע למכירה אני עושה את זה אבל זה עדיין כאילו עושה לי רע תוך כדי ואני לא מבין מה מה גורם לזה
1:35:201 שעה, 35 דקות, 20 שניותבאמת מה אתם בוחרים כס זה נרה לי משהו אחר אפשר כאילו משהו יותר פש אותו תהליך אותו תהליך וא בתור
1:35:301 שעה, 35 דקות, 30 שניותפנס הכסף הכסף לא כאילו שאצלו זה פשוט זה יכול להיות טכניקה אולי יותר
1:35:401 שעה, 35 דקות, 40 שניותקלילה אותה טכניקה בדיוק אוקיי נראה לי שאצלך דווקא רל אולי אמיתה
1:35:491 שעה, 35 דקות, 49 שניותמחולל התנהגות אחר כך בהדגמה אני חושב שזה יכול להתאים וואי שניה מעולים כן על אפשר לעשות אפשר
1:35:581 שעה, 35 דקות, 58 שניותלש תנו יד לליאב ס אפשר לכבות גם את האורות אני צריך גם שתי
1:36:071 שעה, 36 דקות, 7 שניותכיסאות בסדר פה סגור כיסא אחד וכיסא שני אוקיי אל
1:36:141 שעה, 36 דקות, 14 שניותתסגור חלון חם לא רק בשביל הטכניקה ש אוקיי אז מה קורה בסדר כן חיה להעביר
1:36:231 שעה, 36 דקות, 23 שניותמקודם את ניקה כן כן אחלה יש זת אומר שיש לך אמונה על כסף כן אתה יודע את האמונה
1:36:321 שעה, 36 דקות, 32 שניותלא אני פשוט יודע שהיא קיימת בגלל שאני רואה את התוצאות כאילו התוצאה זה מה שאני מרגיש כשאני צריך לדבר גם באותו זמן כשאני
1:36:411 שעה, 36 דקות, 41 שניותהייתי כשהייתי עובד כאילו אז לשאול לשאול על משכורת כאילו זה היה לי קצת כלו זה היה לי כבר לא נעים עכשיו עכשיו כשאני מגיע
1:36:491 שעה, 36 דקות, 49 שניותלמצב שאני צריך למכור אז אפילו כאילו ה החבר'ה שהייתי לוקח במחירים כאילו של כזה
1:36:561 שעה, 36 דקות, 56 שניות50 שק למפגש אני כאילו הרגשתי הרגשתי חרה על זה שאני מבקש מהם כאילו את זה ואני לא מבין למה אני מרגיש לי כי רציונלית
1:37:031 שעה, 37 דקות, 3 שניותאני מבין שכאילו כשאני לוקח כסף זה ערך כאילו תודעת שפע כל זה כאילו אני מאוד בתוך זה אוקיי אבל אם רגע נחזור למצב אמרת
1:37:131 שעה, 37 דקות, 13 שניותשאתה מבקש אפילו 50 שקלים איך זה גורם לך
1:37:201 שעה, 37 דקות, 20 שניותלהרגיש ר אוקיי כי כסף זה כי כשאתה מבקש כסף זה אומר
1:37:281 שעה, 37 דקות, 28 שניותש אני צריך אוקיי תן אפילו לתשובה שהיא נשמעת לך מטורללת לגמרי לצת זה הדבר
1:37:361 שעה, 37 דקות, 36 שניותהראשון שעלה לי כי אני צריך כן ואם אתה צריך כסף ואתה מבקש כסף מה זה
1:37:451 שעה, 37 דקות, 45 שניותאומר לא יודע רגע
1:37:541 שעה, 37 דקות, 54 שניותשאין לי אוקיי ולמה זה רע כי אני לא כי אני לא צריך להיות במקום
1:38:031 שעה, 38 דקות, 3 שניותשל מחסור אוקיי ומה רע בזה שאתה מבקש כסף ממישהו ממישהו
1:38:141 שעה, 38 דקות, 14 שניותאחר לא יודע
1:38:261 שעה, 38 דקות, 26 שניותאני לא יודע לא מצליח לא מצליח לעלות לימה מה
1:38:361 שעה, 38 דקות, 36 שניותזה בוא ניקח אפילו עכשיו את יוסי בסדר יוסי
1:38:411 שעה, 38 דקות, 41 שניותבא למכור למישהו תהליך ליווי של אימון של טיפול
1:38:481 שעה, 38 דקות, 48 שניותויוסי מבקש מהבן אדם כסף כדי שהוא יעזור לו
1:38:561 שעה, 38 דקות, 56 שניותמה מה הבעיה בזה שיוסי מבקש מאנשים כסף ב זה צריך
1:39:031 שעה, 39 דקות, 3 שניותלקרות מה הבעיה בזה כן זהו אני אומר לך ש רציונלי אני תוריד כרגע את הרציון תוציא
1:39:091 שעה, 39 דקות, 9 שניותאת כל ה נסה להציא את זה יוסי מבקש ממישהו כסף כדי לעזור לו יוסי הוא הראשון שעולה לראש יוסי
1:39:181 שעה, 39 דקות, 18 שניותהוא בן אדם רע אוקיי מגניב אז יש לנו את האמונה בסדר
1:39:241 שעה, 39 דקות, 24 שניותיוסי בן אדם רק הוא מבקש כסף ממישהו אפשר להיכנס עוד יותר לאמונה אבל אבל נראה לי שזה אחלה של של משהו לעשות
1:39:331 שעה, 39 דקות, 33 שניותאותו בסדר של אם אני מבקש כסף זה אומר שאני בן אדם רע בסדר נשמע רציונלית קצת מוזר נכון אבל אני לא הולך על הרגשי בסדר
1:39:431 שעה, 39 דקות, 43 שניותאז אם אני מבקש כסף זה
1:39:501 שעה, 39 דקות, 50 שניותאומר שאני רע אוקיי אפשר גם לרדת עוד לעומק כאן ברמת האמונות אוקיי למה זה אומר
1:39:581 שעה, 39 דקות, 58 שניותשאני רע אוקיי ואיך זה אומר שאני רע אפשר לרדת כאן עוד אבל יש כאן אמונה מאוד יפה ממש מעניין אותי מאיפה זה מגיע אמונה מאוד
1:40:051 שעה, 40 דקות, 5 שניותיפה אני אוהב אותה
1:40:071 שעה, 40 דקות, 7 שניות[מוזיקה]
1:40:091 שעה, 40 דקות, 9 שניותא ורציונלית אתה מבין שהיא לא נכונה זאת אומרת זה יותר ברגשי אוקיי מה המחירים לדעתך שהכי מפחידים אותך אם תמשיך להחזיק
1:40:181 שעה, 40 דקות, 18 שניותבאמונה הזאת שאני לא התפתח כבעל עסק שזה בעיניי ה המטרה שלי לפחות בשנה הקרובה
1:40:251 שעה, 40 דקות, 25 שניותאוקיי לא תפתח מה עוד מה המחירים העתידיים שזה יכול שאם אתה תפחד לקחת כסף מאנשים איך זה עוד יפגע בך לדעתך בעתיד מה מפחיד
1:40:341 שעה, 40 דקות, 34 שניותאותך אני לא אגיע אני לא אגיע ללא יודע עצמאות כלכלית אוקיי ולמה חשוב לך
1:40:431 שעה, 40 דקות, 43 שניותכי זאת אומרת אם לא תגיע לעצמאות כלכלית למה כן תגיע אם תפחד לבקש
1:40:491 שעה, 40 דקות, 49 שניותכסף מה מה המקרה הגרוע שיכול להיות שאני אהיה כמו ההורים שלי
1:40:591 שעה, 40 דקות, 59 שניותאוקיי איזה עוד מחירים לשלם בעתיד עם א
1:41:051 שעה, 41 דקות, 5 שניותאני לא יכול להביא ילדים אוקיי זאת אומרת אתה תישאר
1:41:141 שעה, 41 דקות, 14 שניותלבד לא יכול להיות שיכול להיות שיהיה לי בן זוג אבל פונדקאות זה הקרו ש שרמותה נכון זה גם יכול להיות שגם לא יהיה לך
1:41:221 שעה, 41 דקות, 22 שניותמשפחה כן אוקיי מה עוד
1:41:331 שעה, 41 דקות, 33 שניותא תחשב עכשיו שאתה אתה מפחד לבקש כסף ממטופלים ולכן מטופלים לא מגיעים אליך אני
1:41:391 שעה, 41 דקות, 39 שניותלא הגור איפה שאני רוצה אוקיי לא הגור מה
1:41:471 שעה, 41 דקות, 47 שניותעוד כמה חשוב לך לעזור לאנשים אחרים וואו כל כך כל כך כל כך כל כך מרגיש שזה המשימה שלי כאילו אוקייי ואם אני לא יוכל לעזור
1:41:561 שעה, 41 דקות, 56 שניותלאנשים אוקיי יש עוד משהו שככה קצת מפחיד אותך
1:42:081 שעה, 42 דקות, 8 שניותעולה לך א שאני פשוט לא אחייה את החיים שאני רוצה
